 INFO  Accepting connections at http://localhost:8082
 HTTP  2026/1/13 00:52:54 ::1 Returned 304 in 6 ms
 HTTP  2026/1/13 00:52:59 ::1 GET /other/china_map/china-map%20(4)
 HTTP  2026/1/13 00:52:59 ::1 Returned 304 in 3 ms
 HTTP  2026/1/13 00:53:17 ::1 GET /other/docs
 HTTP  2026/1/13 00:53:17 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:53:23 ::1 GET /other/doc-detail
 HTTP  2026/1/13 00:53:23 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:53:54 ::1 GET /game/xiaoxiaole/
 HTTP  2026/1/13 00:53:54 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:53:54 ::1 GET /game/xiaoxiaole/style.css
 HTTP  2026/1/13 00:53:54 ::1 Returned 304 in 2 ms
 HTTP  2026/1/13 00:53:54 ::1 GET /game/xiaoxiaole/src/constants.js
 HTTP  2026/1/13 00:53:54 ::1 Returned 304 in 2 ms
 HTTP  2026/1/13 00:53:54 ::1 GET /game/xiaoxiaole/src/game.js
 HTTP  2026/1/13 00:53:54 ::1 GET /game/xiaoxiaole/src/utils.js
 HTTP  2026/1/13 00:53:54 ::1 Returned 304 in 2 ms
 HTTP  2026/1/13 00:53:54 ::1 Returned 304 in 5 ms
 HTTP  2026/1/13 00:53:54 ::1 GET /game/xiaoxiaole/src/main.js
 HTTP  2026/1/13 00:53:54 ::1 GET /game/xiaoxiaole/src/gem.js
 HTTP  2026/1/13 00:53:54 ::1 Returned 304 in 7 ms
 HTTP  2026/1/13 00:53:54 ::1 Returned 304 in 10 ms
 HTTP  2026/1/13 00:53:54 ::1 GET /game/xiaoxiaole/src/audioManager.js
 HTTP  2026/1/13 00:53:54 ::1 GET /game/xiaoxiaole/src/board.js
 HTTP  2026/1/13 00:53:54 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:53:54 ::1 Returned 304 in 2 ms
 HTTP  2026/1/13 00:54:14 ::1 GET /
 HTTP  2026/1/13 00:54:14 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:54:31 ::1 GET /favicon.ico
 HTTP  2026/1/13 00:54:31 ::1 Returned 404 in 20 ms
 HTTP  2026/1/13 00:57:05 ::1 GET /game/eluosifangkuan/tetris
 HTTP  2026/1/13 00:57:05 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:57:20 ::1 GET /game/feij/
 HTTP  2026/1/13 00:57:20 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:57:21 ::1 GET /game/feij/style.css
 HTTP  2026/1/13 00:57:21 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:57:21 ::1 GET /game/feij/game.js
 HTTP  2026/1/13 00:57:21 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:57:21 ::1 GET /game/feij/
 HTTP  2026/1/13 00:57:21 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:57:21 ::1 GET /game/feij/style.css
 HTTP  2026/1/13 00:57:21 ::1 GET /game/feij/game.js
 HTTP  2026/1/13 00:57:21 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:57:21 ::1 Returned 304 in 9 ms
 HTTP  2026/1/13 00:57:35 ::1 GET /game/xiaoxiaole/
 HTTP  2026/1/13 00:57:35 ::1 Returned 304 in 0 ms
 HTTP  2026/1/13 00:57:35 ::1 GET /game/xiaoxiaole/style.css
 HTTP  2026/1/13 00:57:35 ::1 Returned 304 in 2 ms
 HTTP  2026/1/13 00:57:35 ::1 GET /game/xiaoxiaole/src/constants.js
 HTTP  2026/1/13 00:57:35 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:57:35 ::1 GET /game/xiaoxiaole/src/board.js
 HTTP  2026/1/13 00:57:35 ::1 GET /game/xiaoxiaole/src/utils.js
 HTTP  2026/1/13 00:57:35 ::1 Returned 304 in 3 ms
 HTTP  2026/1/13 00:57:35 ::1 Returned 304 in 3 ms
 HTTP  2026/1/13 00:57:35 ::1 GET /game/xiaoxiaole/src/game.js
 HTTP  2026/1/13 00:57:35 ::1 GET /game/xiaoxiaole/src/gem.js
 HTTP  2026/1/13 00:57:35 ::1 Returned 304 in 2 ms
 HTTP  2026/1/13 00:57:35 ::1 Returned 304 in 9 ms
 HTTP  2026/1/13 00:57:35 ::1 GET /game/xiaoxiaole/src/main.js
 HTTP  2026/1/13 00:57:35 ::1 GET /game/xiaoxiaole/src/audioManager.js
 HTTP  2026/1/13 00:57:35 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:57:35 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:57:52 ::1 GET /other/animal/
 HTTP  2026/1/13 00:57:52 ::1 Returned 304 in 2 ms
 HTTP  2026/1/13 00:57:52 ::1 GET /other/animal/data.js
 HTTP  2026/1/13 00:57:52 ::1 Returned 304 in 14 ms
 HTTP  2026/1/13 00:57:52 ::1 GET /other/animal/styles.css
 HTTP  2026/1/13 00:57:52 ::1 GET /other/animal/script.js
 HTTP  2026/1/13 00:57:52 ::1 Returned 304 in 6 ms
 HTTP  2026/1/13 00:57:52 ::1 Returned 304 in 9 ms
 HTTP  2026/1/13 00:57:57 ::1 GET /other/china_map/china-map%20(4)
 HTTP  2026/1/13 00:57:57 ::1 Returned 304 in 3 ms
 HTTP  2026/1/13 00:58:13 ::1 GET /other/docs
 HTTP  2026/1/13 00:58:13 ::1 Returned 304 in 1 ms
 HTTP  2026/1/13 00:58:16 ::1 GET /other/doc-detail
 HTTP  2026/1/13 00:58:16 ::1 Returned 304 in 1 ms
